iter	RMSE
339	9.465627431
340	9.460255829
341	9.455569809
342	9.453079622
343	9.448128912
344	9.443426085
345	9.439100828
346	9.436111148
347	9.432806586
348	9.428172364
349	9.424491672
350	9.419553138
351	9.415120808
352	9.412060256
353	9.409148857
354	9.405721734
355	9.402717471
356	9.399110933
357	9.395430801
358	9.391418259
359	9.388369398
360	9.383965558
361	9.380146088
362	9.37464614
363	9.369730479
364	9.367229718
365	9.365395998
366	9.362754972
367	9.35398916
368	9.351463527
369	9.347965638
370	9.346047621
371	9.342106322
372	9.338803866
373	9.33716486
374	9.33406257
375	9.326448879
376	9.323758275
377	9.320085062
378	9.315878373
379	9.310842486
380	9.308341872
381	9.304527681
382	9.297591602
383	9.293520273
384	9.291144499
385	9.288258926
386	9.284161084
387	9.279928183
388	9.276932595
389	9.273249304
390	9.268973679
391	9.263944318
392	9.259884569
393	9.255873821
394	9.253065729
395	9.250478163
396	9.245113456
397	9.241121768
398	9.237395215
399	9.230523002
400	9.22604331
401	9.222415667
402	9.218559245
403	9.213736795
404	9.207552488
405	9.203413025
406	9.19901647
407	9.193972102
408	9.191916327
409	9.188775832
410	9.184761323
411	9.180405284
412	9.177156067
413	9.172667239
414	9.167126701
415	9.165019793
416	9.160874077
417	9.159921255
418	9.157805062
419	9.154206013
420	9.151237862
421	9.14656241
422	9.143002909
423	9.139382915
424	9.134230411
425	9.129210914
426	9.125278602
427	9.120007958
428	9.116145292
429	9.110637576
430	9.106950358
431	9.104532627
432	9.09895317
433	9.094379991
434	9.09039959
435	9.088374648
436	9.084531708
437	9.082845076
438	9.078041213
439	9.07588436
440	9.071043249
441	9.067028942
442	9.064355159
443	9.060485386
444	9.058536491
445	9.054642195
446	9.050573525
447	9.049044824
448	9.043787556
449	9.040523769
450	9.034413399
451	9.031430794
452	9.026272304
453	9.023453661
454	9.018350219
455	9.015094746
456	9.012169034
457	9.007360298
458	9.002307438
459	8.99840244
460	8.992438969
461	8.988980592
462	8.983844889
463	8.979979585
464	8.975369507
465	8.973029034
466	8.970351375
467	8.968510983
468	8.965534536
469	8.958799742
470	8.955138572
471	8.953486879
472	8.949307815
473	8.94648488
474	8.94430164
475	8.941671374
476	8.939179746
477	8.935682653
478	8.933698034
479	8.929302659
480	8.926937088
481	8.921223124
482	8.918836513
483	8.913957503
484	8.911836202
485	8.905964562
486	8.902349254
487	8.897734653
488	8.894083644
489	8.890375272
490	8.888659166
491	8.884888881
492	8.880048873
493	8.878017993
494	8.87621158
495	8.872324931
496	8.869709657
497	8.868583736
498	8.862158563
499	8.859262561
500	8.854786306
501	8.852296687
502	8.847281443
503	8.842880017
504	8.839471905
505	8.835816992
506	8.832782509
507	8.828359106
508	8.826148494
509	8.821960321
510	8.820436706
511	8.817082978
512	8.814762922
513	8.813063472
514	8.809253612
515	8.80438576
516	8.800799237
517	8.798017789
518	8.795683522
519	8.792458026
520	8.790283781
521	8.788866682
522	8.786623125
523	8.783003792
524	8.780883901
525	8.777788143
526	8.775791099
527	8.774230095
528	8.77014149
529	8.766893428
530	8.761898971
531	8.758943391
532	8.756493198
533	8.752075332
534	8.748320256
535	8.746095518
536	8.743263498
537	8.739677662
538	8.736827412
539	8.735712198
540	8.729452675
541	8.723154071
542	8.719218685
543	8.713515287
544	8.710340617
545	8.7074734
546	8.704488045
547	8.702263548
548	8.6988589
549	8.69662863
550	8.695401889
551	8.692972439
552	8.689093349
553	8.683890124
554	8.678776793
555	8.673953178
556	8.670691835
557	8.668114062
558	8.665678463
559	8.662249446
560	8.65884169
561	8.656884984
562	8.65288575
563	8.651386108
564	8.649298864
565	8.646477764
566	8.643237979
567	8.638495385
568	8.633332598
569	8.630436185
570	8.62513049
571	8.623718042
572	8.621245197
573	8.618512207
574	8.615337456
575	8.611267396
576	8.608378268
577	8.604965044
578	8.60131847
579	8.595147608
580	8.591009404
581	8.587936762
582	8.583785213
583	8.580181451
584	8.57747197
585	8.57440151
586	8.569822925
587	8.567719182
588	8.56281253
589	8.559882226
590	8.556350547
591	8.55275498
592	8.549348586
593	8.547570878
594	8.545015049
595	8.542085979
596	8.539147506
597	8.535822247
598	8.533320962
599	8.530449942
600	8.528875206
601	8.527933661
602	8.52601444
603	8.523225743
604	8.521553927
605	8.519261369
606	8.516544133
607	8.513398357
608	8.5103093
609	8.508435485
610	8.50713706
611	8.504038264
612	8.499527575
613	8.498238563
614	8.494538487
615	8.491081272
616	8.489423693
617	8.487594857
618	8.483519727
619	8.480587338
620	8.479036994
621	8.475433726
622	8.473234406
623	8.471007051
624	8.467265242
625	8.463710662
626	8.46033908
627	8.458496604
628	8.455559717
629	8.452486191
630	8.449343382
631	8.447076694
632	8.445416728
633	8.442627909
634	8.441084268
635	8.438686019
636	8.437713241
637	8.436277544
638	8.431182323
639	8.428840737
640	8.426430109
641	8.423054682
642	8.421633864
643	8.419238572
644	8.415794479
645	8.412047888
646	8.408957085
647	8.406806223
648	8.404754374
649	8.40300336
650	8.400541667
651	8.398780035
652	8.39520601
653	8.392914619
654	8.390095385
655	8.388035586
656	8.387345251
657	8.385040035
658	8.383076584
659	8.379939687
660	8.37616269
661	8.373515162
662	8.371323115
663	8.369335771
664	8.365205249
665	8.362336492
666	8.359073405
667	8.357983946
668	8.353955916
669	8.351101821
670	8.348191582
671	8.346196921
672	8.344113172
673	8.34095433
674	8.336948724
675	8.335378392
676	8.333910024
677	8.330926773
678	8.327920128
679	8.325647513
680	8.321450575
681	8.318735329
682	8.316428726
683	8.313955332
684	8.311368596
685	8.30806927
686	8.305245062
687	8.303194891
688	8.301794251
689	8.299834491
690	8.295717098
691	8.294505915
692	8.29156921
693	8.288111592
694	8.285134528
695	8.283561431
696	8.281441441
697	8.278554479
698	8.275684905
699	8.273301775
700	8.270195437
701	8.266489997
702	8.263906302
703	8.259702813
704	8.257724203
705	8.255346844
706	8.252155483
707	8.247581329
708	8.245315947
709	8.243909555
710	8.240158186
711	8.237726879
712	8.236503293
713	8.232653985
714	8.231091321
715	8.227688308
716	8.226238233
717	8.222181256
718	8.218070324
719	8.215184102
720	8.213493887
721	8.212471237
722	8.208393256
723	8.206692927
724	8.205209138
725	8.202114216
726	8.195853354
727	8.191303711
728	8.188041897
729	8.184992617
730	8.181716967
731	8.17856472
732	8.176241262
733	8.172552882
734	8.169917109
735	8.167718188
736	8.165347654
737	8.163189266
738	8.160510058
739	8.157577594
740	8.154526724
741	8.152727513
742	8.150516831
743	8.148012582
744	8.144976974
745	8.14250409
746	8.138983223
747	8.135044702
748	8.132008848
749	8.129731694
750	8.126925307
751	8.124673032
752	8.122437786
753	8.119390508
754	8.117660941
755	8.114997455
756	8.110920385
757	8.107387222
758	8.104772018
759	8.101943977
760	8.099764523
761	8.097941695
762	8.096197197
763	8.093231311
764	8.091104381
765	8.089282874
766	8.087781855
767	8.086791958
768	8.083653744
769	8.080888388
770	8.078083753
771	8.075574934
772	8.07253505
773	8.070184061
774	8.0680149
775	8.066562914
776	8.064441371
777	8.060357853
778	8.057672917
779	8.054996407
780	8.052641757
781	8.050586024
782	8.049722835
783	8.048472494
784	8.045876904
785	8.044315593
786	8.041658166
787	8.041030889
788	8.038593976
789	8.035084333
790	8.033748434
791	8.031719293
792	8.02970666
793	8.027469354
794	8.026017649
795	8.024738269
796	8.023192292
797	8.021163357
798	8.019297591
799	8.017328063
800	8.012889296
801	8.011423394
802	8.007610403
803	8.005804896
804	8.002818819
805	8.000199202
806	7.997159441
807	7.995252583
808	7.992450236
809	7.990381742
810	7.987697999
811	7.986253646
812	7.985060775
813	7.983457242
814	7.980173716
815	7.979629738
816	7.977760811
817	7.9755192
818	7.97303044
819	7.970566384
820	7.968469165
821	7.967093602
822	7.965789516
823	7.964515247
824	7.961499899
825	7.960138947
826	7.957391522
827	7.954976453
828	7.952915327
829	7.951149275
830	7.947992901
831	7.945740707
832	7.943547208
833	7.941637749
834	7.939870691
835	7.93703054
836	7.933059932
837	7.930450359
838	7.92823188
839	7.927224388
840	7.925117933
841	7.92251004
842	7.920674553
843	7.918535871
844	7.915237358
845	7.911924886
846	7.909074714
847	7.906647966
848	7.903753153
849	7.901317063
850	7.898723564
851	7.897513589
852	7.894912704
853	7.891905061
854	7.889812742
855	7.887757318
856	7.884457979
857	7.881346562
858	7.879643702
859	7.876919913
860	7.875138572
861	7.873038597
862	7.870752185
863	7.869642422
864	7.868303913
865	7.865474437
866	7.863181607
867	7.861595376
868	7.858531273
869	7.856286918
870	7.853147857
871	7.851621904
872	7.847613383
873	7.845608642
874	7.843897871
875	7.842235532
876	7.838901012
877	7.836623571
878	7.833143161
879	7.831792751
880	7.829216083
881	7.827991077
882	7.826169763
883	7.823369525
884	7.821294041
885	7.819109969
886	7.816322955
887	7.814231839
888	7.81125494
889	7.807809423
890	7.804751544
891	7.802369789
892	7.799602395
893	7.798034692
894	7.795163573
895	7.792753753
896	7.789241783
897	7.787895509
898	7.785065393
899	7.783870126
900	7.78009561
901	7.777782734
902	7.775245858
903	7.772655113
904	7.769452644
905	7.767745226
906	7.763715155
907	7.761721315
908	7.759784811
909	7.757044764
910	7.755102536
911	7.751533882
912	7.749411293
913	7.748359202
914	7.746878205
915	7.745561438
916	7.742957042
917	7.74028677
918	7.737677511
919	7.735988422
920	7.734442148
921	7.731883248
922	7.730170432
923	7.72948477
924	7.728363258
925	7.726439149
926	7.723390586
927	7.719869274
928	7.716644881
929	7.713758752
930	7.711035602
931	7.708654202
932	7.705321404
933	7.703727112
934	7.70131541
935	7.699020882
936	7.696064209
937	7.694920996
938	7.691878396
939	7.690368775
940	7.689277926
941	7.686860896
942	7.685296211
943	7.683786863
944	7.682390735
945	7.680548481
946	7.678520168
947	7.675883736
948	7.674166847
949	7.672952277
950	7.67163236
951	7.670541104
952	7.669681035
953	7.666154732
954	7.664870397
955	7.663211137
956	7.660002742
957	7.657754131
958	7.654484993
959	7.652753872
960	7.65075415
961	7.647776418
962	7.645307746
963	7.642815489
964	7.641083064
965	7.639148636
966	7.637823595
967	7.636801147
968	7.634659175
969	7.632420681
970	7.630307788
971	7.628916572
972	7.627530726
973	7.626734453
974	7.622232067
975	7.620169263
976	7.618449352
977	7.617597806
978	7.615710665
979	7.612746512
980	7.609456262
981	7.607742828
982	7.606200057
983	7.604228741
984	7.601238179
985	7.597275381
986	7.59468505
987	7.592194125
988	7.590441337
989	7.588672826
990	7.586043197
991	7.583630755
992	7.581551928
993	7.579551102
994	7.576483715
995	7.573857126
996	7.571934589
997	7.570189304
998	7.568655634
999	7.566699443
1000	7.564994208
1001	7.563018566
1002	7.560890988
1003	7.559917642
1004	7.558589736
1005	7.556420724
1006	7.554403613
1007	7.553520393
1008	7.55144502
1009	7.54953922
1010	7.547453136
1011	7.545225845
1012	7.543232972
1013	7.540515025
1014	7.538412521
1015	7.536229324
1016	7.533946871
1017	7.532396473
1018	7.530327501
1019	7.529289725
1020	7.52626336
1021	7.523502063
1022	7.52267943
1023	7.520810684
1024	7.516391364
1025	7.514949504
1026	7.512924314
1027	7.511627463
1028	7.508862553
1029	7.507206254
1030	7.505858983
1031	7.50444637
1032	7.502618731
1033	7.49999993
1034	7.497564257
1035	7.496599346
1036	7.49454682
1037	7.49123033
1038	7.48867027
1039	7.486041681
1040	7.48374168
1041	7.482339596
1042	7.480215761
1043	7.477442979
1044	7.476619026
1045	7.475717412
1046	7.473984094
1047	7.471381721
1048	7.469107403
1049	7.466954725
1050	7.46427047
1051	7.462468833
1052	7.460653577
1053	7.458869537
1054	7.457248462
1055	7.45613732
1056	7.452453227
1057	7.450366404
1058	7.447865846
1059	7.445546396
1060	7.444231857
1061	7.442966045
1062	7.440980545
1063	7.439606732
1064	7.438552296
1065	7.43738328
1066	7.436584093
1067	7.434777787
1068	7.433439903
1069	7.43248999
1070	7.430147006
1071	7.42810114
1072	7.426550363
1073	7.424842586
1074	7.42304358
1075	7.419960325
1076	7.417652463
1077	7.415684154
1078	7.413155751
1079	7.410210395
1080	7.408020954
1081	7.405634224
1082	7.403160975
1083	7.402498339
1084	7.398886544
1085	7.394024583
1086	7.39182104
1087	7.390378383
1088	7.389449859
1089	7.387249257
1090	7.385290264
1091	7.38414276
1092	7.382555918
1093	7.380171029
1094	7.377753869
1095	7.375587487
1096	7.37361929
1097	7.37112943
1098	7.368269437
1099	7.36606601
1100	7.363492794
1101	7.360922131
1102	7.359457611
1103	7.35841631
1104	7.357063362
1105	7.355900187
1106	7.35367292
1107	7.352109072
1108	7.350696821
1109	7.349061773
1110	7.345879517
1111	7.34324555
1112	7.341296429
1113	7.339163773
1114	7.337779575
1115	7.336722248
1116	7.334608397
1117	7.332320494
1118	7.329575208
1119	7.327632121
1120	7.32635992
1121	7.324555894
1122	7.32303955
1123	7.321482094
1124	7.319139211
1125	7.317222372
1126	7.315647709
1127	7.312743958
1128	7.309492477
1129	7.306696604
1130	7.30509753
1131	7.302770689
1132	7.301413727
1133	7.298603358
1134	7.297136187
1135	7.295056561
1136	7.293178691
1137	7.292166323
1138	7.291552394
1139	7.289289861
1140	7.287561882
1141	7.285856534
1142	7.285084982
1143	7.283772051
1144	7.282845811
1145	7.281775895
1146	7.278189824
1147	7.276515729
1148	7.275225688
1149	7.273046415
1150	7.270808027
1151	7.26894223
1152	7.2677123
1153	7.266677807
1154	7.264146859
1155	7.261658145
1156	7.260538074
1157	7.25828839
1158	7.256836864
1159	7.254741571
1160	7.253855967
1161	7.252628886
1162	7.25107741
1163	7.248617563
1164	7.247642941
1165	7.245778404
1166	7.244557987
1167	7.24386196
1168	7.240227185
1169	7.236771136
1170	7.233384784
1171	7.231968214
1172	7.231142335
1173	7.229906459
1174	7.229327247
1175	7.226760282
1176	7.224982955
1177	7.221702197
1178	7.220972508
1179	7.220164903
1180	7.218556999
1181	7.216598157
1182	7.213842459
1183	7.21095231
1184	7.209459338
1185	7.208047154
1186	7.205960187
1187	7.204510168
1188	7.202684242
1189	7.200654653
1190	7.199266949
1191	7.197119891
1192	7.193842893
1193	7.192112363
1194	7.189468525
1195	7.18818242
1196	7.186144881
1197	7.184792964
1198	7.183497918
1199	7.181238957
1200	7.1788329
1201	7.17716176
1202	7.176471037
1203	7.175446199
1204	7.17302083
1205	7.168796682
1206	7.166488985
1207	7.163678613
1208	7.163138059
1209	7.161411929
1210	7.160165253
1211	7.15783556
1212	7.156244807
1213	7.153966724
1214	7.152069432
1215	7.148546087
1216	7.14663947
1217	7.14525539
1218	7.142267829
1219	7.140601684
1220	7.139847613
1221	7.137948185
1222	7.135801033
1223	7.135040604
1224	7.133749666
1225	7.132767722
1226	7.131236661
1227	7.129363354
1228	7.128303858
1229	7.126970704
1230	7.125722226
1231	7.124062605
1232	7.12102107
1233	7.120329481
1234	7.118915595
1235	7.115668154
1236	7.1142871
1237	7.112691398
1238	7.110484795
1239	7.109476292
1240	7.108041919
1241	7.107221546
1242	7.105230349
1243	7.103557218
1244	7.102134962
1245	7.100611156
1246	7.099435433
1247	7.097472668
1248	7.094730449
1249	7.09333595
1250	7.092590835
1251	7.090332322
1252	7.088392587
1253	7.086370323
1254	7.083001263
1255	7.081349576
1256	7.079528073
1257	7.077674285
1258	7.076019519
1259	7.074726106
1260	7.072207365
1261	7.069743377
1262	7.067658195
1263	7.065741889
1264	7.064815449
1265	7.063085034
1266	7.06211771
1267	7.060575679
1268	7.05851526
1269	7.056820309
1270	7.055222698
1271	7.053807773
1272	7.051320303
1273	7.049800967
1274	7.046428488
1275	7.044823269
1276	7.044149834
1277	7.042793847
1278	7.041671189
1279	7.040164385
1280	7.037806539
1281	7.035797099
1282	7.033951169
1283	7.031628311
1284	7.029772933
1285	7.028657718
1286	7.027478118
1287	7.026379027
1288	7.025816195
1289	7.024460926
1290	7.023072451
1291	7.022148491
1292	7.021007819
1293	7.01947598
1294	7.018286657
1295	7.014478404
1296	7.012902985
1297	7.011494523
1298	7.010805989
1299	7.009618449
1300	7.008485622
1301	7.00673609
1302	7.004736116
1303	7.002608551
1304	7.001163797
1305	6.998992366
1306	6.997599198
1307	6.996903672
1308	6.996001071
1309	6.994522176
1310	6.991609312
1311	6.989572716
1312	6.985641273
1313	6.982846452
1314	6.981801399
1315	6.979898035
1316	6.978392603
1317	6.976128884
1318	6.973466321
1319	6.971664645
1320	6.969674004
1321	6.967695238
1322	6.966694825
1323	6.964943535
1324	6.962699897
1325	6.960976419
1326	6.959926438
1327	6.957694022
1328	6.956625551
1329	6.955451369
1330	6.952375783
1331	6.95127262
1332	6.95055972
1333	6.949722501
1334	6.947790095
1335	6.945097896
1336	6.943248362
1337	6.940280256
1338	6.937629575
1339	6.934989717
1340	6.933600427
1341	6.931565349
1342	6.930060644
1343	6.927837397
1344	6.926522147
1345	6.925474168
1346	6.922928476
1347	6.920617856
1348	6.919470944
1349	6.9177808
1350	6.916703217
1351	6.913597456
1352	6.911984919
1353	6.910843428
1354	6.908665264
1355	6.906555526
1356	6.90431062
1357	6.90218133
1358	6.90039685
1359	6.899136842
1360	6.897289768
1361	6.895669576
1362	6.893662468
1363	6.891405
1364	6.889416833
1365	6.886084283
1366	6.884299313
1367	6.883153764
1368	6.881851643
1369	6.879522786
1370	6.878284698
1371	6.875867761
1372	6.874589175
1373	6.873024462
1374	6.871697134
1375	6.870457081
1376	6.868502476
1377	6.866736069
1378	6.865494244
1379	6.863309866
1380	6.862331937
1381	6.859781573
1382	6.857402666
1383	6.855946347
1384	6.853500053
1385	6.851298905
1386	6.849992619
1387	6.847811922
1388	6.84690621
1389	6.844852569
1390	6.842928658
1391	6.840415417
1392	6.838723672
1393	6.836894647
1394	6.83557601
1395	6.833592943
1396	6.831858587
1397	6.830984383
1398	6.828844303
1399	6.827077265
1400	6.826595998
1401	6.825393454
1402	6.8228397
1403	6.81989725
1404	6.817467244
1405	6.816910286
1406	6.815836591
1407	6.81408143
1408	6.811056365
1409	6.809141747
1410	6.807480031
1411	6.806358343
1412	6.803640746
1413	6.80160636
1414	6.799927389
1415	6.79790806
1416	6.795107352
1417	6.793898805
1418	6.791451792
1419	6.789443151
1420	6.787685822
1421	6.786459217
1422	6.784663802
1423	6.782818494
1424	6.781468476
1425	6.7807503
1426	6.778330096
1427	6.776346756
1428	6.77442966
1429	6.773619261
1430	6.771741398
1431	6.770484391
1432	6.769091587
1433	6.767346887
1434	6.76572077
1435	6.763431736
1436	6.761635412
1437	6.760014129
1438	6.75840816
1439	6.756616297
1440	6.753852803
1441	6.751844546
1442	6.749719976
1443	6.747628894
1444	6.746025913
1445	6.745236507
1446	6.743140909
1447	6.740485267
1448	6.738586994
1449	6.73505655
1450	6.734012373
1451	6.732355454
1452	6.728743892
1453	6.727573621
1454	6.726636774
1455	6.72549375
1456	6.723142939
1457	6.721302489
1458	6.719793947
1459	6.718300568
1460	6.715501824
1461	6.714216931
1462	6.712306448
1463	6.710397422
1464	6.709449123
1465	6.707003746
1466	6.705645851
1467	6.704003361
1468	6.702303602
1469	6.70068902
1470	6.698649545
1471	6.696643166
1472	6.695253975
1473	6.69381934
1474	6.692369218
1475	6.691589857
1476	6.688919576
1477	6.687490277
1478	6.684972583
1479	6.683760217
1480	6.681341808
1481	6.679569942
1482	6.678563875
1483	6.676955038
1484	6.674916817
1485	6.67336409
1486	6.671861109
1487	6.670114064
1488	6.669232756
1489	6.66793599
1490	6.66569595
1491	6.663870896
1492	6.662675802
1493	6.660737111
1494	6.659171436
1495	6.657232422
1496	6.655664123
1497	6.654085787
1498	6.652363191
1499	6.651891177
